Total	98439312.0	22986711.0
24469277	0	102406
85437340	1	84450
85485890	0	23942
65620629	0	11987
24366739	0	11986
24638107	1	11973
24781527	1	11973
24928392	1	11973
25084683	1	11973
25231366	1	11973
25379906	1	11973
25531735	1	11973
25685674	1	11973
25846373	1	11972
26023893	1	11972
26196777	1	11972
26369290	1	11972
26532439	1	11972
26699002	1	11972
26861842	1	11972
27035088	1	11972
27221846	1	11972
27404617	1	11972
27585634	1	11972
27768701	1	11972
27959196	1	11972
28150539	1	11972
28343325	1	11972
28537569	1	11972
28732015	1	11972
28927574	1	11972
29122348	1	11972
29317174	1	11972
29512441	1	11972
29706092	1	11972
29896198	1	11972
30097061	1	11972
30288313	1	11972
30475315	1	11972
30676301	1	11972
30881209	1	11972
31100559	1	11972
31296555	1	11972
31487232	1	11972
31686872	1	11972
31891147	1	11972
32085808	1	11972
32280682	1	11972
32479793	1	11972
32691040	1	11972
32900590	1	11972
33116213	1	11972
33333880	1	11972
33550906	1	11972
33767283	1	11972
33985617	1	11972
34204674	1	11972
34419811	1	11972
34629853	1	11972
34864638	1	11972
35091725	1	11972
35328457	1	11972
35553807	1	11972
35792356	1	11972
36049209	1	11972
36259784	1	11972
36498624	1	11972
36704289	1	11972
36940749	1	11972
37147527	1	11972
37385008	1	11972
37618949	1	11972
37865700	1	11972
38125505	1	11972
38370082	1	11972
38599841	1	11972
38844514	1	11972
39108112	1	11972
39371686	1	11972
39629281	1	11972
39874061	1	11972
40110592	1	11972
40337404	1	11972
40570927	1	11972
40816532	1	11972
41083718	1	11972
41351032	1	11972
41601154	1	11972
41870768	1	11972
42122409	1	11972
42392808	1	11972
42669835	1	11972
42927977	1	11972
43195664	1	11972
43483620	1	11972
43730474	1	11972
43965288	1	11972
44209765	1	11972
44465656	1	11972
44714380	1	11972
44948824	1	11972
45211521	1	11972
45485790	1	11972
45714199	1	11972
45950830	1	11972
46194316	1	11972
46425790	1	11972
46659678	1	11972
46899513	1	11972
47135460	1	11972
47374799	1	11972
47621263	1	11972
47845944	1	11972
48074663	1	11972
48307909	1	11972
48537574	1	11972
48767968	1	11972
48996726	1	11972
49221044	1	11972
49447035	1	11972
49678852	1	11972
49906793	1	11972
50140152	1	11972
50368192	1	11972
50586481	1	11972
50802951	1	11972
51034074	1	11972
51269368	1	11972
51521349	1	11972
51739065	1	11972
51958407	1	11972
52174026	1	11972
52394691	1	11972
52613971	1	11972
52826834	1	11972
53045561	1	11972
53259913	1	11972
53476458	1	11972
53691407	1	11972
53911001	1	11972
54127079	1	11972
54339570	1	11972
54558968	1	11972
54773522	1	11972
54981994	1	11972
55197366	1	11972
55415189	1	11972
55621185	1	11972
55831369	1	11972
56044975	1	11972
56249133	1	11972
56461031	1	11972
56671210	1	11972
56875191	1	11972
57076717	1	11972
57297418	1	11972
57505999	1	11972
57721628	1	11972
57928492	1	11972
58152077	1	11972
58353127	1	11972
58565514	1	11972
58766045	1	11972
58969449	1	11972
59188875	1	11972
59397802	1	11972
59605892	1	11972
59812654	1	11972
60009096	1	11972
60218728	1	11972
60413410	1	11972
60618562	1	11972
60821174	1	11972
61020064	1	11972
61225685	1	11972
61418507	1	11972
61612902	1	11972
61805757	1	11972
61996631	1	11972
62185947	1	11972
62377999	1	11972
62574398	1	11972
62778584	1	11972
62972229	1	11972
63161957	1	11972
63359220	1	11972
63551476	1	11972
63747719	1	11972
63979675	1	11972
64171570	1	11972
64357152	1	11972
64541486	1	11972
64739553	1	11972
64924916	1	11972
65104951	1	11972
65283271	1	11972
65471065	1	11972
65657345	1	11972
65831453	1	11972
66009369	1	11972
